,Date,City,Country,Clouds,Humidity,Lat,Long,Max Temp,Wind Speed
276,1560992691,Santa Rosa,AR,24,53,-36.62,-64.29,47.87,4.18
277,1560992692,Baykit,RU,39,93,61.68,96.39,49.13,8.86
278,1560992609,Waynesboro,US,1,65,35.32,-87.76,87.01,8.05
279,1560992694,Luderitz,NA,57,27,-26.65,15.16,73.4,9.17
280,1560992695,Bima,ID,15,83,-8.45,118.73,72.35,4.16
281,1560992697,Kysyl-Syr,RU,0,51,63.9,122.77,77.39,1.21
282,1560992698,Kaeo,NZ,100,94,-35.1,173.78,57.0,16.64
283,1560992699,Nokaneng,BW,0,35,-19.66,22.19,51.11,7.34
284,1560992700,Shingu,JP,0,69,33.72,135.99,77.0,8.05
285,1560992701,Petropavlovsk-Kamchatskiy,RU,75,100,53.05,158.65,48.2,8.95
286,1560992702,Urengoy,RU,43,49,65.96,78.37,44.63,8.39
287,1560992704,Lokosovo,RU,30,61,61.13,74.84,50.75,8.43
288,1560992705,Cognac,FR,75,87,45.69,-0.33,64.99,4.7
289,1560992706,Novosheshminsk,RU,0,91,55.06,51.22,57.41,5.3
290,1560992707,Henties Bay,NA,0,24,-22.12,14.28,75.99,5.01
291,1560992708,Puerto Ayacucho,CO,40,88,5.66,-67.63,78.8,6.82
292,1560992710,Ocos,GT,90,88,14.51,-92.19,82.4,8.86
293,1560992666,Rocha,UY,21,79,-34.48,-54.34,50.57,14.09
294,1560992712,Phalaborwa,ZA,9,82,-23.95,31.14,55.4,4.7
295,1560992714,Kloulklubed,PW,90,79,7.04,134.26,84.2,3.36
296,1560992715,Katsuura,JP,0,65,33.93,134.5,77.0,10.29
297,1560992717,College,US,90,46,64.86,-147.8,79.0,6.93
298,1560992718,Naze,NG,100,97,5.43,7.07,74.87,3.56
299,1560992719,Papara,BR,0,83,-3.98,-38.73,86.0,2.24
300,1560992720,Kautokeino,NO,86,76,69.01,23.04,46.61,4.23
301,1560992721,Oussouye,SN,0,83,12.49,-16.54,82.4,4.7
302,1560992723,Tenenkou,ML,66,51,14.46,-4.91,86.75,26.6
303,1560992724,Awbari,LY,0,16,26.59,12.77,87.29,10.58
304,1560992725,Mishkino,RU,0,77,56.22,46.62,64.4,4.47
305,1560992726,Conceicao da Barra,BR,61,79,-18.59,-39.73,68.75,3.58
306,1560992727,Kunda,EE,100,92,59.5,26.52,56.87,3.56
307,1560992728,Comodoro Rivadavia,AR,0,58,-45.87,-67.48,55.4,20.8
308,1560992730,Beira,ES,75,100,43.2,-8.36,61.0,12.03
309,1560992732,Santa Maria,BR,0,87,-29.69,-53.81,50.0,1.12
310,1560992733,Aklavik,CA,40,37,68.22,-135.01,66.2,5.82
311,1560992734,Dalnerechensk,RU,88,80,45.93,133.72,64.97,3.67
312,1560992735,Salalah,OM,75,84,17.01,54.1,86.0,4.7
313,1560992467,Tevaitoa,PF,100,77,-16.78,-151.5,80.27,17.56
314,1560992738,Mocuba,MZ,4,97,-16.84,36.99,58.31,5.23
315,1560992739,Coruripe,BR,0,94,-10.12,-36.18,68.39,3.78
316,1560992740,Igrim,RU,13,64,63.19,64.42,40.67,5.66
317,1560992741,Basoko,CD,41,75,1.23,23.61,73.25,1.23
318,1560992742,Taitung,TW,75,66,22.76,121.15,87.8,3.36
319,1560992743,Basudebpur,IN,22,66,21.14,86.74,85.49,3.87
320,1560992745,Lagoa,PT,0,77,37.14,-8.45,64.4,8.05
321,1560992714,Punta Gorda,US,40,79,26.93,-82.05,86.0,11.41
322,1560992747,Iwanai,JP,51,62,42.97,140.51,70.91,0.78
323,1560992752,Nanortalik,GL,99,93,60.14,-45.24,37.79,3.15
324,1560992756,Ixtapa,MX,20,66,20.71,-105.21,86.0,13.87
325,1560992757,Corn Island,NI,100,83,12.17,-83.04,83.15,20.6
326,1560992758,Ahipara,NZ,68,85,-35.17,173.16,59.75,25.75
327,1560992760,Saldanha,PT,6,86,41.42,-6.55,55.25,3.29
328,1560992761,Mazamari,PE,44,99,-11.33,-74.53,38.69,1.21
329,1560992762,Barcelos,PT,75,100,41.53,-8.62,61.0,3.36
330,1560992669,The Valley,AI,40,78,18.22,-63.06,82.99,11.41
331,1560992764,Rockport,US,40,84,28.02,-97.05,86.0,19.46
332,1560992765,Ancud,CL,40,100,-41.87,-73.83,48.2,9.17
333,1560992766,Boyuibe,BO,0,60,-20.43,-63.28,47.87,1.74
334,1560992768,Oriximina,BR,77,83,-1.77,-55.87,79.55,4.47
335,1560992769,Mar del Plata,AR,34,82,-46.43,-67.52,43.55,14.29
336,1560992770,Pechenga,RU,14,83,58.89,41.46,54.71,4.81
337,1560992771,Tura,IN,54,86,25.52,90.21,79.55,3.74
338,1560992773,Zlynka,RU,0,77,52.43,31.74,59.0,4.47
339,1560992774,Erenhot,CN,37,23,43.65,111.97,79.55,11.01
340,1560992778,Zyryanovsk,KZ,0,73,49.74,84.27,50.39,3.58
341,1560992779,Codrington,AU,75,62,-28.95,153.24,62.01,5.82
342,1560992780,Talnakh,RU,75,100,69.49,88.39,35.6,8.95
343,1560992781,Acapulco,MX,75,70,16.86,-99.88,87.8,8.05
344,1560992782,Pyapon,MM,88,89,16.29,95.68,79.91,6.55
345,1560992688,Adelaide,AU,75,66,-34.93,138.6,53.01,9.17
346,1560992785,Gamba,CN,70,72,28.28,88.52,38.69,3.65
347,1560992786,Nhulunbuy,AU,75,65,-12.18,136.78,78.8,14.99
348,1560992787,Waipawa,NZ,56,62,-39.94,176.59,51.01,7.0
349,1560992769,Half Moon Bay,US,5,68,37.46,-122.43,77.0,11.41
350,1560992789,Joao Pinheiro,BR,39,62,-17.74,-46.17,66.59,3.38
351,1560992790,Katete,UG,9,86,-0.78,29.75,62.27,3.2
352,1560992792,Saryagash,KZ,0,52,41.45,69.17,66.2,6.93
353,1560992540,Soyo,AO,0,84,-6.13,12.37,75.23,9.48
354,1560992794,Kavieng,PG,81,71,-2.57,150.8,83.87,2.46
355,1560992795,Chadan,RU,95,64,51.29,91.58,58.67,0.74
356,1560992796,Guerrero Negro,MX,0,86,27.97,-114.04,63.35,14.67
357,1560992798,Boende,CD,1,76,-0.28,20.88,74.33,2.3
358,1560992799,Panjab,AF,0,51,34.38,67.02,43.37,4.94
359,1560992800,Celaru,RO,49,88,44.04,24.13,66.2,2.24
360,1560992801,Sikandarabad,IN,0,78,28.45,77.7,77.0,5.32
361,1560992802,Shache,CN,95,44,38.42,77.24,69.11,5.35
362,1560992805,Andros,GR,36,69,37.83,24.93,75.0,4.7
363,1560992806,Elizabeth City,US,75,83,36.3,-76.22,79.0,6.93
364,1560992807,Asosa,ET,71,94,10.07,34.53,66.23,2.37
365,1560992808,Yerofey Pavlovich,RU,6,39,53.97,121.97,70.01,1.59
366,1560992809,Razole,IN,100,73,16.48,81.84,86.03,7.78
367,1560992811,Tonantins,BR,2,97,-2.86,-67.77,74.51,1.5
368,1560992812,Isiro,CD,46,98,2.77,27.62,66.95,0.85
369,1560992813,Ha Giang,VN,85,94,22.83,104.99,70.37,4.85
370,1560992814,Alice Springs,AU,0,52,-23.7,133.88,50.0,8.05
371,1560992815,Yulara,AU,0,54,-25.24,130.99,48.2,8.05
372,1560992816,Sitka,US,58,67,37.17,-99.65,75.99,4.0
373,1560992818,Kizhinga,RU,0,27,51.85,109.91,67.67,2.01
374,1560992578,Conde,BR,50,98,-11.81,-37.61,70.01,3.33
375,1560992820,Marawi,PH,91,74,8.0,124.29,84.99,3.0
376,1560992821,Waingapu,ID,20,79,-9.65,120.26,73.97,14.92
377,1560992822,Saint Stephen,US,40,52,45.7,-94.27,73.99,4.7
378,1560992823,Kyakhta,RU,77,39,50.35,106.45,71.63,2.15
379,1560992825,Show Low,US,1,11,34.25,-110.03,87.8,16.11
380,1560992826,Cooma,AU,0,65,-36.24,149.13,32.0,6.93
381,1560992827,Northeim,DE,57,90,51.71,10.0,63.0,1.01
382,1560992828,General Higinio Morinigo,PY,75,92,-25.95,-55.92,54.71,2.55
383,1560992829,Geraldton,CA,40,32,49.72,-86.95,69.8,6.93
384,1560992831,Ayan,TR,61,83,40.67,33.6,51.65,3.36
385,1560992832,Tougue,GN,62,95,11.45,-11.68,67.67,3.62
386,1560992833,Isla del Bosque,MX,40,46,22.73,-105.85,89.6,10.29
387,1560992835,Buenavista,CO,75,78,4.36,-75.74,75.2,3.06
388,1560992838,Damietta,EG,0,72,31.42,31.81,76.67,10.38
389,1560992840,Manggar,ID,77,90,-2.88,108.27,78.47,5.01
390,1560992841,Caborca,MX,0,11,30.58,-111.1,96.01,3.0
391,1560992842,Touros,BR,20,88,-5.2,-35.46,75.2,6.93
392,1560992844,Lompoc,US,1,72,34.64,-120.46,71.6,11.41
393,1560992845,Thinadhoo,MV,100,72,0.53,72.93,84.05,7.85
394,1560992846,Bichena,ET,100,79,10.45,38.2,55.25,1.48
395,1560992847,Bilma,NE,0,11,18.69,12.92,94.49,10.49
396,1560992848,Bonoua,CI,75,70,5.27,-3.6,86.0,5.82
397,1560992850,Chapada dos Guimaraes,BR,0,58,-15.46,-55.75,82.4,5.82
398,1560992851,Robertson,ZA,100,50,-33.8,19.88,53.99,2.59
399,1560992852,Ponta do Sol,BR,89,74,-20.63,-46.0,61.55,1.83
400,1560992853,Kanniyakumari,IN,89,82,8.08,77.57,81.17,25.39
401,1560992855,Kamenka,RU,1,59,53.19,44.05,64.99,2.89
402,1560992856,Paita,PE,0,91,-5.09,-81.11,66.59,17.05
403,1560992857,Udala,ES,75,82,43.08,-2.51,64.4,2.28
404,1560992858,Shimoda,JP,75,88,34.7,138.93,77.0,10.29
405,1560992859,Kununurra,AU,29,23,-15.77,128.74,73.4,16.11
406,1560992860,Kudat,MY,75,78,6.89,116.84,82.4,12.75
407,1560992862,Sibi,PK,0,36,29.55,67.88,88.37,4.16
408,1560992863,Quthing,LS,99,44,-30.4,27.7,38.69,0.65
409,1560992864,Morgan City,US,27,78,29.7,-91.21,86.0,9.44
410,1560992865,Kangaba,ML,83,72,11.94,-8.41,75.95,3.89
411,1560992867,San Isidro,PH,91,79,16.74,121.63,81.53,4.27
412,1560992869,Creel,MX,99,21,27.75,-107.63,75.05,10.92
413,1560992870,San Patricio,PY,0,75,-26.98,-56.83,52.19,3.33
414,1560992871,Rawson,AR,0,68,-43.3,-65.11,48.05,11.86
415,1560992872,Pacific Grove,US,1,72,36.62,-121.92,80.01,14.99
416,1560992873,Osmena,PH,11,78,12.17,124.59,82.07,8.16
417,1560992689,Caravelas,BR,0,80,-17.73,-39.27,72.89,4.65
418,1560992876,Zanjan,IR,0,58,36.67,48.48,61.91,2.55
419,1560992877,Huilong,CN,62,88,28.89,110.18,78.11,1.83
420,1560992878,Harper,US,1,52,30.3,-99.24,90.0,5.82
421,1560992879,Vanimo,PG,97,78,-2.67,141.3,81.53,6.91
422,1560992880,Necochea,AR,98,69,-38.55,-58.74,53.27,17.83
423,1560992881,Cockburn Town,TC,27,82,21.46,-71.14,81.17,19.39
424,1560992883,Hailey,US,5,18,43.52,-114.32,69.8,14.99
425,1560992884,Sompeta,IN,100,64,18.93,84.6,82.07,7.31
426,1560992885,Stokmarknes,NO,5,92,68.56,14.91,50.0,7.87
427,1560992886,Tautira,PF,75,78,-17.73,-149.15,80.6,18.34
428,1560992887,Kumano,JP,20,47,34.34,132.59,77.0,2.24
429,1560992889,Raudeberg,NO,100,82,61.99,5.14,55.4,8.05
430,1560992890,Ballybofey,IE,4,95,54.8,-7.78,43.73,7.16
431,1560992891,Vardo,US,75,78,39.62,-77.74,80.01,3.36
432,1560992893,Gubkinskiy,RU,33,72,64.43,76.5,44.99,7.11
433,1560992894,Alta,NO,100,81,69.97,23.27,46.4,5.82
434,1560992895,Dawei,MM,69,78,14.07,98.19,83.87,17.0
435,1560992896,Moron,VE,100,91,10.49,-68.2,76.13,4.34
436,1560992897,Houma,CN,100,80,35.63,111.36,67.31,9.91
437,1560992899,Bulawayo,ZW,0,88,-20.16,28.59,44.63,7.29
438,1560992900,Sinop,TR,92,82,42.03,35.15,70.37,12.15
439,1560992901,Arras,FR,90,93,50.29,2.78,60.01,9.17
440,1560992902,Roros,NO,100,76,62.57,11.38,51.8,6.93
441,1560992904,Sabha,LY,0,20,27.03,14.43,87.65,13.15
442,1560992905,Joshimath,IN,27,68,30.57,79.57,49.31,5.32
443,1560992906,Lagunas,PE,27,89,-5.23,-75.68,74.87,2.48
444,1560992907,Mumford,GH,8,96,5.26,-0.76,74.69,4.18
445,1560992908,Fonte Boa,BR,37,84,-2.51,-66.09,78.65,3.74
446,1560992910,Baikunthpur,IN,52,69,23.26,82.56,75.23,3.49
447,1560992911,Dalvik,SE,12,82,57.79,14.13,60.8,6.93
448,1560992913,Septemvri,BG,64,77,42.22,24.1,68.0,4.7
449,1560992902,Marsh Harbour,BS,42,81,26.54,-77.06,82.43,10.89
450,1560992915,Fort Nelson,CA,90,70,58.81,-122.69,48.2,12.75
451,1560992916,Vysokogornyy,RU,100,86,50.1,139.13,51.29,4.36
452,1560992917,Semey,KZ,40,67,50.41,80.25,59.0,2.24
453,1560992918,Yarim,YE,79,56,14.3,44.38,75.05,2.98
454,1560992919,Humaita,AR,0,93,-24.93,-65.37,41.0,4.7
455,1560992921,Qiongshan,CN,20,84,20.01,110.35,86.0,11.18
456,1560992922,Plettenberg Bay,ZA,100,43,-34.05,23.37,62.09,5.23
457,1560992923,Northam,GB,0,100,51.04,-4.21,55.99,2.24
458,1560992924,Pangody,RU,41,55,65.85,74.49,41.39,8.43
459,1560992925,Sapouy,BF,5,57,11.55,-1.77,81.71,3.6
460,1560992926,Nowy Tomysl,PL,0,72,52.32,16.13,73.0,2.24
461,1560992880,Maceio,BR,40,88,-9.67,-35.74,71.6,2.24
462,1560992929,Bogomila,MK,0,93,41.59,21.47,60.8,3.27
463,1560992930,Kastamonu,TR,100,88,41.38,33.78,53.45,1.97
464,1560992931,Port Hedland,AU,40,83,-20.31,118.58,71.6,6.93
465,1560992932,Price,US,1,17,39.6,-110.81,82.4,16.11
466,1560992933,Coahuayana,MX,98,59,18.62,-100.35,88.55,1.79
467,1560992935,Loncoche,CL,7,100,-39.37,-72.63,42.01,2.24
468,1560992936,Salamiyah,SY,0,84,35.01,37.05,67.67,10.2
469,1560992937,Elat,CM,100,99,2.91,11.16,68.03,2.1
470,1560992938,Jalu,LY,0,24,29.03,21.55,86.39,15.82
471,1560992939,Monrovia,LR,40,94,6.33,-10.8,77.0,7.58
472,1560992941,Koslan,RU,100,98,63.46,48.9,53.45,8.68
473,1560992942,Bandarbeyla,SO,36,50,9.49,50.81,83.51,24.36
474,1560992943,Mehamn,NO,91,76,71.03,27.85,39.59,10.85
475,1560992944,Pangnirtung,CA,47,43,66.15,-65.72,57.95,6.93
476,1560992945,Batagay,RU,97,25,67.65,134.64,79.01,8.95
477,1560992947,Kearney,US,1,69,40.7,-99.08,75.0,5.82
478,1560992796,Roblin,CA,36,73,51.23,-101.35,64.07,11.25
479,1560992829,Misratah,LY,0,76,32.38,15.09,74.87,2.46
480,1560992950,The Pas,CA,1,22,53.82,-101.24,77.0,10.29
481,1560992951,Acheng,CN,0,55,45.55,126.95,64.4,13.42
482,1560992952,Imbituba,BR,0,82,-28.24,-48.67,64.4,3.36
483,1560992954,Naica,MX,87,13,27.86,-105.49,92.87,1.79
484,1560992955,Trzcianka,PL,90,86,53.04,16.46,63.0,4.88
485,1560992956,Yenagoa,NG,100,96,4.92,6.26,76.13,4.61
486,1560992957,Falam,MM,61,97,22.91,93.68,66.77,1.74
487,1560992958,Pochutla,MX,20,66,15.74,-96.47,88.0,11.41
488,1560992960,Dabwali,IN,0,35,29.95,74.74,90.89,2.57
489,1560992961,Sarangani,PH,98,76,5.4,125.46,82.25,5.53
490,1560992962,Nikolayevsk-na-amure,RU,100,95,53.14,140.72,46.43,1.28
491,1560992963,Zhangjiakou,CN,33,54,40.77,114.88,70.19,3.51
492,1560992964,Karasjok,NO,96,65,69.47,25.52,44.6,11.41
493,1560992966,Meadow Lake,CA,75,31,54.13,-108.44,75.2,16.11
494,1560992967,Jumla,NP,8,88,29.28,82.18,46.43,3.76
495,1560992968,Samarai,PG,97,87,-10.62,150.67,75.23,5.01
496,1560992969,Holme,GB,14,87,53.7,-2.31,57.0,3.36
497,1560992970,Tabou,CI,46,96,4.42,-7.36,75.59,3.8
498,1560992971,Batetskiy,RU,91,82,58.65,30.3,62.09,3.74
499,1560992973,Muncar,ID,19,71,-8.43,114.34,78.01,1.9
500,1560992974,Tecoanapa,MX,75,70,16.99,-99.26,87.8,8.05
501,1560992975,Ambovombe,MG,3,74,-25.18,46.09,72.35,28.19
502,1560992976,Porto Walter,BR,54,77,-8.27,-72.74,75.41,1.86
503,1560992892,Kuna,US,1,10,43.49,-116.42,80.01,11.41
504,1560992981,Te Anau,NZ,100,87,-45.41,167.72,39.95,2.35
505,1560992982,Leiyang,CN,56,74,26.42,112.85,85.13,7.31
506,1560992984,Furth,AT,40,88,48.17,15.75,64.99,2.24
507,1560992985,Viransehir,TR,0,64,37.24,39.76,69.47,1.3
508,1560992838,Morant Bay,JM,20,62,17.88,-76.41,86.0,25.28
509,1560992987,Ust-Kulom,RU,100,53,61.69,53.69,53.09,3.47
510,1560992988,Sangar,RU,93,41,63.92,127.47,76.85,2.28
511,1560992990,Itarema,BR,77,91,-2.92,-39.92,74.69,5.1
512,1560992991,Miri,NG,0,69,10.31,9.75,77.75,4.88
513,1560992992,Santo Antonio do Ica,BR,2,97,-3.1,-67.94,74.51,1.5
514,1560992993,Upata,VE,40,92,8.02,-62.41,77.0,5.01
515,1560992994,Strezhevoy,RU,0,62,60.73,77.6,53.6,8.95
516,1560992995,Le Vauclin,MQ,75,83,14.55,-60.84,82.4,16.11
517,1560992997,Roald,NO,75,93,62.58,6.12,59.0,4.7
518,1560992998,Sosua,DO,20,83,19.77,-70.52,86.0,11.41
519,1560992999,Aripuana,BR,78,66,-9.17,-60.63,76.49,2.17
520,1560993000,Peniche,PT,20,87,39.36,-9.38,61.0,5.82
521,1560993001,Neyshabur,IR,60,39,36.21,58.79,68.21,9.26
522,1560993003,Ahmadpur Sial,PK,40,70,30.68,71.77,86.0,4.7
523,1560993004,Flin Flon,CA,45,15,54.77,-101.88,77.21,11.23
524,1560992866,Biarritz,FR,90,88,43.48,-1.56,64.99,6.93
525,1560993006,Tucuman,PE,0,31,-17.17,-70.89,57.95,1.07
526,1560993007,Kolosovka,RU,34,92,56.47,73.61,50.03,6.13
527,1560993008,Burnie,AU,0,71,-41.05,145.91,44.99,4.23
528,1560993010,Hazorasp,UZ,0,35,41.32,61.08,69.8,4.7
529,1560993011,Filingue,NE,19,33,14.35,3.32,95.21,7.74
530,1560993013,Melfi,IT,5,100,41.0,15.66,68.0,2.24
531,1560993014,Alyangula,AU,100,53,-13.85,136.42,75.2,10.29
532,1560993015,Hambantota,LK,75,94,6.12,81.12,80.6,9.17
533,1560993016,Khakhea,BW,0,39,-24.69,23.5,49.49,8.37
534,1560993017,Terra Roxa,BR,0,72,-20.79,-48.33,66.2,2.24
535,1560993018,Igarka,RU,100,69,67.47,86.57,45.17,14.36
536,1560993020,Xai-Xai,MZ,42,88,-25.04,33.64,62.09,4.45
537,1560993021,Zemio,CF,2,95,5.02,25.13,68.39,1.19
538,1560993022,Longyearbyen,NO,75,70,78.22,15.63,44.6,4.7
539,1560992953,Westport,IE,16,88,53.8,-9.52,52.0,3.0
540,1560993004,Oro Valley,US,1,4,32.39,-110.97,100.0,8.05
541,1560993025,Cayenne,GF,0,88,4.94,-52.33,78.8,2.24
542,1560993027,Lodingen,NO,58,93,68.41,16.0,50.0,4.7
543,1560993028,Kutum,SD,17,46,14.2,24.66,78.65,6.53
544,1560993029,Zhigansk,RU,78,62,66.77,123.37,67.85,18.48
545,1560993030,Lengshuijiang,CN,60,86,27.66,111.45,78.29,3.83
546,1560993031,Sibu,MY,75,94,2.29,111.83,77.0,6.93
547,1560993032,Palauig,PH,100,66,15.44,119.9,86.57,4.83
548,1560993034,Kangaatsiaq,GL,7,73,68.31,-53.46,45.71,2.46
549,1560993035,Hofn,IS,54,92,64.25,-15.21,32.39,15.57
550,1560993036,Saeby,DK,100,91,57.33,10.52,64.0,11.43
551,1560993037,Vestmanna,FO,100,93,62.16,-7.17,48.2,2.24
552,1560993038,Onguday,RU,0,85,50.75,86.14,46.07,1.97
553,1560993039,Olinda,EC,61,86,-2.03,-79.75,77.0,1.01
554,1560993041,Fare,PF,100,77,-16.7,-151.02,80.27,17.56
555,1560993042,Port Hardy,CA,75,66,50.7,-127.42,55.4,16.11
